"","Date_reported","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths"
"153840","2022-04-21",5899,4415101,5,35470
"153841","2022-04-22",6342,4421443,12,35482
"153842","2022-04-23",5624,4427067,9,35491
"153843","2022-04-24",4006,4431073,8,35499
"153844","2022-04-25",2478,4433551,8,35507
"153845","2022-04-26",3361,4436912,13,35520
"153846","2022-04-27",3471,4440383,6,35526
"153847","2022-04-28",2935,4443318,10,35536
"153848","2022-04-29",2579,4445897,6,35542
"153849","2022-04-30",2107,4448004,5,35547
"153850","2022-05-01",1503,4449507,3,35550
"153851","2022-05-02",1352,4450859,5,35555
"153852","2022-05-03",922,4451781,9,35564
"153853","2022-05-04",1054,4452835,3,35567
"153854","2022-05-05",1278,4454113,2,35569
"153855","2022-05-06",1251,4455364,7,35576
"153856","2022-05-07",1372,4456736,3,35579
"153857","2022-05-08",2153,4458889,4,35583
"153858","2022-05-09",2246,4461135,1,35584
"153859","2022-05-10",2605,4463740,6,35590
"153860","2022-05-11",3321,4467061,8,35598
"153861","2022-05-12",3410,4470471,4,35602
"153862","2022-05-13",3029,4473500,5,35607
"153863","2022-05-14",2373,4475873,5,35612
"153864","2022-05-15",2239,4478112,3,35615
"153865","2022-05-16",1697,4479809,5,35620
"153866","2022-05-17",1469,4481278,3,35623
"153867","2022-05-18",2017,4483295,7,35630
"153868","2022-05-19",2124,4485419,3,35633
"153869","2022-05-20",2063,4487482,5,35638
"153870","2022-05-21",2024,4489506,0,35638
"153871","2022-05-22",1814,4491320,5,35643
"153872","2022-05-23",1544,4492864,2,35645
"153873","2022-05-24",1918,4494782,2,35647
"153874","2022-05-25",2430,4497212,6,35653
"153875","2022-05-26",1845,4499057,3,35656
"153876","2022-05-27",1877,4500934,2,35658
"153877","2022-05-28",1645,4502579,2,35660
"153878","2022-05-29",1155,4503734,5,35665
"153879","2022-05-30",1325,4505059,4,35669
"153880","2022-05-31",1451,4506510,7,35676
"153881","2022-06-01",1809,4508319,2,35678
"153882","2022-06-02",1877,4510196,2,35680
"153883","2022-06-03",1844,4512040,1,35681
"153884","2022-06-04",1591,4513631,5,35686
"153885","2022-06-05",1358,4514989,2,35688
"153886","2022-06-06",1330,4516319,2,35690
"153887","2022-06-07",1128,4517447,9,35699
"153888","2022-06-08",1518,4518965,6,35705
"153889","2022-06-09",1887,4520852,3,35708
"153890","2022-06-10",0,4520852,0,35708
"153891","2022-06-11",3875,4524727,3,35711
"153892","2022-06-12",1571,4526298,1,35712
"153893","2022-06-13",2092,4528390,4,35716
"153894","2022-06-14",1922,4530312,4,35720
"153895","2022-06-15",2320,4532632,5,35725
"153896","2022-06-16",2033,4534665,5,35730
"153897","2022-06-17",2130,4536795,2,35732
"153898","2022-06-18",2127,4538922,0,35732
"153899","2022-06-19",1690,4540612,0,35732
"153900","2022-06-20",2093,4542705,3,35735
"153901","2022-06-21",1921,4544626,2,35737
"153902","2022-06-22",2425,4547051,4,35741
"153903","2022-06-23",2796,4549847,1,35742
"153904","2022-06-24",2512,4552359,3,35745
"153905","2022-06-25",2302,4554661,0,35745
"153906","2022-06-26",2003,4556664,1,35746
"153907","2022-06-27",1894,4558558,8,35754
"153908","2022-06-28",2025,4560583,4,35758
"153909","2022-06-29",2605,4563188,5,35763
"153910","2022-06-30",2867,4566055,2,35765
"153911","2022-07-01",2773,4568828,0,35765
"153912","2022-07-02",2527,4571355,6,35771
"153913","2022-07-03",2536,4573891,5,35776
"153914","2022-07-04",1918,4575809,8,35784
"153915","2022-07-05",2932,4578741,3,35787
"153916","2022-07-06",3561,4582302,5,35792
"153917","2022-07-07",4020,4586322,3,35795
"153918","2022-07-08",3589,4589911,0,35795
"153919","2022-07-09",2799,4592710,14,35809
"153920","2022-07-10",3264,4595974,2,35811
"153921","2022-07-11",2417,4598391,5,35816
"153922","2022-07-12",2345,4600736,3,35819
"153923","2022-07-13",3934,4604670,9,35828
"153924","2022-07-14",4098,4608768,8,35836
"153925","2022-07-15",5210,4613978,0,35836
"153926","2022-07-16",5047,4619025,12,35848
"153927","2022-07-17",3956,4622981,7,35855
"153928","2022-07-18",3080,4626061,7,35862
"153929","2022-07-19",3902,4629963,8,35870
"153930","2022-07-20",5685,4635648,8,35878
"153931","2022-07-21",4587,4640235,10,35888
"153932","2022-07-22",3880,4644115,0,35888
"153933","2022-07-23",4816,4648931,23,35911
"153934","2022-07-24",2720,4651651,3,35914
"153935","2022-07-25",3300,4654951,9,35923
"153936","2022-07-26",4759,4659710,9,35932
"153937","2022-07-27",4503,4664213,10,35942
"153938","2022-07-28",3926,4668139,4,35946
"153939","2022-07-29",4860,4672999,0,35946
"153940","2022-07-30",4271,4677270,14,35960
"153941","2022-07-31",2783,4680053,9,35969
"153942","2022-08-01",3213,4683266,8,35977
"153943","2022-08-02",4204,4687470,8,35985
"153944","2022-08-03",5330,4692800,10,35995
"153945","2022-08-04",4413,4697213,8,36003
"153946","2022-08-05",0,4697213,0,36003
"153947","2022-08-06",8611,4705824,17,36020
"153948","2022-08-07",2728,4708552,6,36026
"153949","2022-08-08",2863,4711415,6,36032
"153950","2022-08-09",3083,4714498,12,36044
"153951","2022-08-10",4896,4719394,12,36056
"153952","2022-08-11",4831,4724225,10,36066
"153953","2022-08-12",3943,4728168,4,36070
"153954","2022-08-13",4334,4732502,10,36080
"153955","2022-08-14",3045,4735547,5,36085
"153956","2022-08-15",2437,4737984,8,36093
"153957","2022-08-16",3429,4741413,9,36102
"153958","2022-08-17",3516,4744929,15,36117
"153959","2022-08-18",4071,4749000,7,36124
"153960","2022-08-19",3490,4752490,8,36132
"153961","2022-08-20",2798,4755288,4,36136
"153962","2022-08-21",2464,4757752,9,36145
"153963","2022-08-22",2078,4759830,10,36155
"153964","2022-08-23",2722,4762552,11,36166
"153965","2022-08-24",2636,4765188,11,36177
"153966","2022-08-25",3206,4768394,8,36185
"153967","2022-08-26",3118,4771512,0,36185
"153968","2022-08-27",2491,4774003,11,36196
"153969","2022-08-28",2191,4776194,2,36198
"153970","2022-08-29",1946,4778140,8,36206
"153971","2022-08-30",2144,4780284,4,36210
"153972","2022-08-31",2340,4782624,6,36216
"153973","2022-09-01",2356,4784980,9,36225
"153974","2022-09-02",2328,4787308,9,36234
"153975","2022-09-03",2244,4789552,9,36243
"153976","2022-09-04",1904,4791456,2,36245
"153977","2022-09-05",1486,4792942,4,36249
"153978","2022-09-06",2067,4795009,6,36255
"153979","2022-09-07",2428,4797437,7,36262
"153980","2022-09-08",2226,4799663,8,36270
"153981","2022-09-09",1990,4801653,4,36274
"153982","2022-09-10",1971,4803624,3,36277
"153983","2022-09-11",1483,4805107,3,36280
"153984","2022-09-12",1847,4806954,5,36285
"153985","2022-09-13",1942,4808896,6,36291
"153986","2022-09-14",2431,4811327,5,36296
"153987","2022-09-15",2375,4813702,3,36299
"153988","2022-09-16",0,4813702,0,36299
"153989","2022-09-17",3549,4817251,9,36308
"153990","2022-09-18",1639,4818890,4,36312
"153991","2022-09-19",1307,4820197,5,36317
"153992","2022-09-20",1667,4821864,7,36324
"153993","2022-09-21",2111,4823975,6,36330
"153994","2022-09-22",2245,4826220,12,36342
"153995","2022-09-23",2070,4828290,0,36342
"153996","2022-09-24",1924,4830214,6,36348
"153997","2022-09-25",1608,4831822,2,36350
"153998","2022-09-26",1186,4833008,7,36357
"153999","2022-09-27",1552,4834560,6,36363
"154000","2022-09-28",2445,4837005,2,36365
"154001","2022-09-29",1867,4838872,4,36369
"154002","2022-09-30",2007,4840879,0,36369
"154003","2022-10-01",1626,4842505,0,36369
"154004","2022-10-02",1360,4843865,6,36375
"154005","2022-10-03",1244,4845109,5,36380
"154006","2022-10-04",1483,4846592,5,36385
"154007","2022-10-05",1722,4848314,2,36387
"154008","2022-10-06",1794,4850108,4,36391
"154009","2022-10-07",1788,4851896,0,36391
"154010","2022-10-08",1627,4853523,7,36398
"154011","2022-10-09",1453,4854976,2,36400
"154012","2022-10-10",1241,4856217,3,36403
"154013","2022-10-11",1291,4857508,3,36406
"154014","2022-10-12",1628,4859136,1,36407
"154015","2022-10-13",2090,4861226,3,36410
"154016","2022-10-14",2231,4863457,0,36410
"154017","2022-10-15",2023,4865480,5,36415
"154018","2022-10-16",1712,4867192,2,36417
"154019","2022-10-17",1210,4868402,6,36423
"154020","2022-10-18",1873,4870275,3,36426
"154021","2022-10-19",2295,4872570,3,36429
"154022","2022-10-20",2561,4875131,8,36437
"154023","2022-10-21",2256,4877387,1,36438
"154024","2022-10-22",2618,4880005,6,36444
"154025","2022-10-23",2054,4882059,0,36444
"154026","2022-10-24",1737,4883796,3,36447
"154027","2022-10-25",1743,4885539,5,36452
"154028","2022-10-26",2136,4887675,6,36458
"154029","2022-10-27",2762,4890437,4,36462
"154030","2022-10-28",3189,4893626,1,36463
"154031","2022-10-29",3129,4896755,0,36463
"154032","2022-10-30",3296,4900051,3,36466
"154033","2022-10-31",2913,4902964,9,36475
"154034","2022-11-01",2913,4905877,3,36478
"154035","2022-11-02",3969,4909846,2,36480
"154036","2022-11-03",4711,4914557,0,36480
"154037","2022-11-04",4360,4918917,0,36480
"154038","2022-11-05",4621,4923538,2,36482
"154039","2022-11-06",3913,4927451,5,36487
"154040","2022-11-07",2521,4929972,8,36495
"154041","2022-11-08",3781,4933753,9,36504
"154042","2022-11-09",3267,4937020,10,36514
"154043","2022-11-10",3436,4940456,8,36522
"154044","2022-11-11",2882,4943338,1,36523
"154045","2022-11-12",3245,4946583,23,36546
"154046","2022-11-13",2234,4948817,2,36548
"154047","2022-11-14",1749,4950566,6,36554
"154048","2022-11-15",2852,4953418,12,36566
"154049","2022-11-16",3304,4956722,8,36574
"154050","2022-11-17",3457,4960179,9,36583
"154051","2022-11-18",3037,4963216,0,36583
"154052","2022-11-19",2450,4965666,10,36593
"154053","2022-11-20",1633,4967299,2,36595
"154054","2022-11-21",2121,4969420,14,36609
"154055","2022-11-22",2516,4971936,11,36620
"154056","2022-11-23",3537,4975473,8,36628
"154057","2022-11-24",2877,4978350,8,36636
"154058","2022-11-25",3024,4981374,2,36638
"154059","2022-11-26",2898,4984272,1,36639
"154060","2022-11-27",2022,4986294,13,36652
"154061","2022-11-28",2465,4988759,5,36657
"154062","2022-11-29",1672,4990431,10,36667
"154063","2022-11-30",1737,4992168,17,36684
"154064","2022-12-01",2375,4994543,11,36695
"154065","2022-12-02",1866,4996409,1,36696
"154066","2022-12-03",2421,4998830,0,36696
"154067","2022-12-04",1502,5000332,17,36713
"154068","2022-12-05",1576,5001908,3,36716
"154069","2022-12-06",1649,5003557,16,36732
"154070","2022-12-07",1682,5005239,6,36738
"154071","2022-12-08",1616,5006855,4,36742
"154072","2022-12-09",1215,5008070,0,36742
"154073","2022-12-10",1697,5009767,11,36753
"154074","2022-12-11",867,5010634,10,36763
"154075","2022-12-12",809,5011443,6,36769
"154076","2022-12-13",1040,5012483,9,36778
"154077","2022-12-14",1241,5013724,6,36784
"154078","2022-12-15",1161,5014885,3,36787
"154079","2022-12-16",993,5015878,2,36789
"154080","2022-12-17",1138,5017016,0,36789
"154081","2022-12-18",847,5017863,17,36806
"154082","2022-12-19",721,5018584,2,36808
"154083","2022-12-20",816,5019400,6,36814
"154084","2022-12-21",984,5020384,7,36821
"154085","2022-12-22",858,5021242,3,36824
"154086","2022-12-23",1298,5022540,0,36824
"154087","2022-12-24",766,5023306,0,36824
"154088","2022-12-25",213,5023519,7,36831
"154089","2022-12-26",480,5023999,4,36835
"154090","2022-12-27",423,5024422,6,36841
"154091","2022-12-28",480,5024902,4,36845
"154092","2022-12-29",679,5025581,6,36851
"154093","2022-12-30",583,5026164,1,36852
"154094","2022-12-31",513,5026677,1,36853
